Frame,Player 1 Speed,Player 2 Speed,Avg P1 Speed,Avg P2 Speed
68,30.0,325.7527910378057,0.0,342.0190782964655
69,258.0697580112788,324.75745231682737,174.92855684535903,339.561864745714
70,573.149195236284,328.35733264899346,161.55494421403512,336.98205430322594
71,0.0,323.66651361115066,0.0,332.16802495603696
72,474.3416490252569,325.78869861698314,192.09372712298546,330.19514752176866
73,0.0,321.26385558063623,0.0,325.6091038061884
74,0.0,316.8629808466549,0.0,321.14870512391184
75,660.6814663663572,321.5091765969211,218.40329667841556,319.76025365843213
76,0.0,317.2223875756289,0.0,315.49678360965305
77,108.16653826391968,314.47165271626426,152.97058540778355,313.35828100173376
78,295.4657340538831,314.2248226037658,335.4101966249685,313.6446695163212
79,0.0,310.1962992370509,67.0820393249937,310.48361015489394
80,1481.8906842274162,325.02787373059977,1081.6653826391969,320.2454047433028
81,0.0,320.96502530896726,0.0,316.24233718401155
82,1484.92424049175,335.3348921630757,335.4101966249685,316.47897742402336
83,0.0,331.2454422586479,0.0,312.61947769934017
84,0.0,327.2545333157727,0.0,308.8529779680228
85,1176.1377470347595,337.3602858600463,324.4996147917591,309.0392474540197
86,0.0,333.39134132051635,0.0,305.40349160161946
87,1592.5451327984397,348.0326644772364,931.933474020544,312.6887239553279
88,0.0,344.0322890234751,0.0,309.09460069147354
89,510.0,345.9182857391174,450.0,310.6957984108886
90,1302.4976007655446,356.66636793042557,720.6247289678588,315.30174145085454
91,42.42640687119285,353.1748128075452,30.0,312.1317221014006
92,0.0,349.2937709085612,0.0,308.7017031772094
93,300.0,348.75796905085946,134.1640786499874,306.80455508452224
94,268.3281572999748,347.89313236536606,174.92855684535903,305.3865335980796
95,375.89892258425004,348.19106630386483,450.0,306.9249747300149
96,0.0,344.5258971848767,0.0,303.69418552233054
97,152.97058540778355,342.5305293538654,468.61498055439927,305.41211047058124
98,42.42640687119285,339.43667242105437,0.0,302.2635320121217
99,904.4888059008802,345.2025105177873,212.13203435596427,301.34382285236495
100,1214.9074038789952,353.9874084305268,429.5346318982906,302.63867950939454
101,0.0,350.4475343462215,30.0,299.9122927143006
102,450.99889135118724,351.44309233636966,483.73546489791295,301.7323241220591
103,0.0,347.997571823268,0.0,298.77416408164675
104,0.0,344.61895462110033,0.0,295.8734440420191
105,271.66155414412253,343.91744115497556,284.60498941515414,295.7650935167608
106,0.0,340.6420369534996,30.0,293.23399738802976
107,390.0,341.1076781143156,123.69316876852982,291.63455560860046
108,174.92855684535903,339.5546022146057,258.0697580112788,291.3208659114293
109,30.0,336.68835589780383,30.0,288.90122826410123
110,108.16653826391968,334.5918254607957,300.0,289.0030518580085
111,42.42640687119285,331.9357762008902,0.0,286.3757513865721
112,247.38633753705963,331.1740695462611,590.9314681077662,289.11949658225853
113,0.0,328.2171582110267,0.0,286.53807250563125
114,0.0,325.3125815896901,0.0,284.0023373507142
115,364.9657518178932,325.6604164162533,296.98484809834997,284.11621902393904
116,0.0,322.8285867082859,30.0,281.90651277155695
117,189.73665961010278,321.68124250916367,662.7216610312357,285.18940198069214
118,271.66155414412253,321.25372380518894,364.9657518178932,285.87125112459984
119,228.47319317591726,320.46744812189,442.944691807002,287.20238197784056
120,729.9315036357864,323.9083225379732,764.8529270389178,291.21625210440425
121,30.0,321.45908651682345,30.0,289.03945000353417
122,513.5172830587107,323.04634433948365,510.0,290.86557025143884
123,0.0,320.39842348424196,0.0,288.4814262329844
124,456.9463863518345,321.5085695238159,1130.884609498246,295.33023260099463
125,550.7267925205746,323.35710358024136,713.0918594402827,298.69927797873083
126,30.0,321.0102467515994,0.0,296.309683754901
127,30.0,318.7006416186502,0.0,293.95801959811604
128,218.40329667841556,317.91089874510504,276.5863337187866,293.8212346699323
129,0.0,315.427219848659,0.0,291.52575627407356
130,690.6518659932802,318.3359380358266,589.406481131655,293.8349091799463
131,0.0,315.8872000509356,0.0,291.5746406477929
132,0.0,313.47584737879106,0.0,289.3488800321609
133,664.0783086353597,316.1319266307347,603.7383539249432,291.7306184707425
134,0.0,313.75499485155626,0.0,289.53715517397
135,1065.3168542738822,319.36366544426016,1120.0892821556683,295.735305375326
136,0.0,316.99800866319157,30.0,293.76689570587916
137,1068.2696288858915,322.52206469424084,647.6109943476871,296.36869054883357
138,0.0,320.16788903953835,0.0,294.20541543533847
139,0.0,317.8478318725852,0.0,292.0734921350824
140,1355.6548233234005,325.3140692211522,361.2478373637689,292.571149295001
141,0.0,322.99039729814393,0.0,290.48135537146527
142,1412.869420717994,330.7200357621145,67.0820393249937,288.8969630590789
143,0.0,328.3910214257616,0.0,286.8624774037333
144,0.0,326.09458071649055,0.0,284.8564460932177
145,814.9846624323675,329.4896507284064,408.0441152620633,285.7119160180013
146,0.0,327.21730830958984,0.0,283.7414890109806
147,0.0,324.9760938691132,210.0,283.2364103191246
148,848.5281374238571,328.5376723966965,120.0,282.1259585482462
149,1027.0345661174215,333.2572460029176,123.69316876852982,281.05546672541027
150,558.0322571321483,334.76580312459026,510.8815909777921,282.5979239351578
151,0.0,332.5340311037597,0.0,280.71393777559007
152,342.05262752974136,332.5970681661834,402.49223594996215,281.52041657144684
153,0.0,330.4089295598269,30.0,279.86567698873995
154,313.20919526731655,330.29651299582355,375.89892258425004,280.493345260606
155,174.92855684535903,329.2876301636777,150.0,279.6459858757969
156,0.0,327.16319384004106,0.0,277.84181822498533
157,301.4962686336267,326.99866226820507,94.86832980505139,276.6689112479345
158,0.0,324.91586824101904,0.0,274.90668888329793
159,123.69316876852982,323.64230685195264,971.6480844420987,279.3164445513916
160,94.86832980505139,322.20347680763257,271.66155414412253,279.26830058656606
161,0.0,320.18970507758485,0.0,277.5228737079
162,42.42640687119285,318.46446720052654,218.40329667841556,277.15567136610196
163,67.0820393249937,316.91272381857874,458.91175622335066,278.2776225071961
164,42.42640687119285,315.2287586839322,351.14099732158877,278.7246370766095
165,67.0820393249937,313.71566893174355,436.8065933568311,279.6885514441719
166,0.0,311.8143618473087,0.0,277.9934693142072
167,182.4828759089466,311.03525651033067,902.4965373894794,281.75553598935943
168,0.0,309.17276994440056,0.0,280.0683770912196
169,0.0,307.3324558375886,0.0,278.4013034180575
170,553.1726674375732,308.7871316458726,547.4486277268397,279.99329941988464
171,0.0,306.970736753838,0.0,278.3462800115324
172,1124.499888839479,311.751608988257,1077.0793842609744,283.0172338375525
173,0.0,309.93909963367406,0.0,281.37178480361325
174,0.0,308.1475441444621,0.0,279.74535830185823
175,1868.6893802876923,317.11617538666457,1395.886814895821,286.15996437423735
176,0.0,315.3040829558836,0.0,284.52476457781313
177,402.49223594996215,315.79947018880455,408.0441152620633,285.2265790703373
178,308.86890422961005,315.7603144489221,664.0783086353597,287.36698432211705
179,361.2478373637689,316.0158623304662,1786.1970775925035,295.787378104535
180,335.4101966249685,316.1242105667483,524.7856705360771,297.06669817398495
181,30.0,314.5346316191553,30.0,295.58299429524055
182,531.6013544000805,315.7338952809283,512.6402247190518,296.7822055130517
183,0.0,313.99909365850567,0.0,295.15153405418874
184,591.6924876994806,315.5165438991667,384.1874542459709,295.63806913720396
185,335.4101966249685,315.6246615770243,371.0795063055894,296.04807694790173
186,0.0,313.91858232525664,30.0,294.6099792346698
187,228.47319317591726,313.45919851262573,216.33307652783935,294.18913567172984
188,0.0,311.78294611416254,30.0,292.77635954514307
189,152.97058540778355,310.9381995146605,1183.7651794169317,297.51566177850367
190,276.5863337187866,310.75644361097864,228.47319317591726,297.1503577118233
191,0.0,309.12088338144713,30.0,295.74430319755055
192,1336.6001645967278,314.500356057967,670.820393249937,297.7080523601285
193,0.0,312.86233337016506,42.42640687119285,296.37846045654027
194,468.61498055439927,313.6693419047984,305.9411708155671,296.4280081786078
195,543.3231082882451,314.853124205744,318.9043743820395,296.5438657363575
196,0.0,313.23849279956073,0.0,295.0231279633505
197,918.313671900838,316.3256110602815,228.47319317591726,294.68358747974116
198,0.0,314.7198972985542,0.0,293.1877317057323
199,30.0,313.2819180192686,0.0,291.7069855860064
200,390.0,313.66743601917176,384.1874542459709,292.171711559172
201,0.0,312.09909883907585,0.0,290.7108530013761
202,94.86832980505139,311.01834874437924,284.60498941515414,290.6804755705989
203,0.0,309.478653948615,0.0,289.2414633152989
204,0.0,307.9541285597055,0.0,287.81662852064227
205,67.0820393249937,306.77338302424124,502.8916384272063,288.87091778489014
206,0.0,305.27692749729374,0.0,287.46179135667114
207,630.7138812488591,306.85671853492266,366.1966684720111,287.84399949800775
208,0.0,305.37431892847377,0.0,286.45344877579515
209,201.24611797498108,304.87370257773586,150.0,285.79742257975767
210,241.86773244895647,304.5722386058278,94.86832980505139,284.8838862506921
211,30.0,303.2647517553239,0.0,283.527296316165
212,123.69316876852982,302.4137015989884,254.5584412271571,283.39000316408436
213,0.0,300.9872218744648,0.0,282.0532578661406
214,182.4828759089466,300.4308634427018,607.4537019394976,283.58095948150844
215,84.8528137423857,299.42348937868167,174.92855684535903,283.07323797386294
216,0.0,298.0308219862227,0.0,281.7566182623566
217,120.0,297.20660521776796,150.0,281.1466339185494
218,0.0,295.83698952552015,0.0,279.8510273106298
219,400.24992192379005,296.3159479310168,1140.0,283.79666480003056
220,134.1640786499874,295.57552843658294,361.2478373637689,284.15032312223946
221,0.0,294.2320033073257,0.0,282.8587307444111
222,512.6402247190518,295.2202758024014,492.0365840057018,283.8052368677653
223,0.0,293.8904547402284,0.0,282.5268348998925
224,247.38633753705963,293.6819160980618,361.2478373637689,282.8798438795511
225,241.86773244895647,293.45060277819965,721.2489168102785,284.8368486694205
226,0.0,292.14637787696324,42.42640687119285,283.75946892809503
227,258.0697580112788,291.99559637313274,4420.904884749275,302.06542209544534
228,0.0,290.70927216003525,90.0,301.13121318753593
229,0.0,289.4342314926667,0.0,299.8104622525029
230,726.2231062146122,291.34160649145247,4848.226479858383,319.6725409320045
231,30.0,290.20533863714184,0.0,318.28266031925665
232,391.15214431215895,290.64233779590813,1537.9206741571556,323.5624785609792
233,0.0,289.38956909851197,42.42640687119285,322.3506851485232
234,0.0,288.1475537804926,30.0,321.0959611779287
235,915.8602513484249,290.83008667608203,2299.8478210525145,329.55216570730727
236,0.0,289.59251183916257,0.0,328.1498160659996
237,492.0365840057018,290.45032570427503,402.49223594996215,328.46482631974516
238,0.0,289.22479690383506,0.0,327.07889878253104
239,1739.2239648762893,295.31723038271093,611.8823416311342,328.2755519037437
240,509.1168824543142,296.2117895963996,90.0,327.27858306732634
241,0.0,294.97757380641457,0.0,325.9149223045458
242,0.0,293.75360047111826,0.0,324.56257822859334
243,30.0,292.6637095600806,0.0,323.2214105499628
244,1487.3466307488648,297.5801001822567,595.4829972383762,324.34182860217845
245,0.0,296.36050960773923,30.0,323.1355096324974
246,990.4544411531507,299.19354606302664,607.4537019394976,324.29599205007696
247,30.0,298.09926335545333,0.0,322.9777156596295
248,30.0,297.01384123660534,0.0,321.6701135719387
249,1098.5900054160334,300.24600318894176,617.7378084592201,322.8639349222907
250,30.0,299.16067787492995,30.0,321.68777454107664
251,780.5767098754613,301.0863420029321,550.7267925205746,322.60393061299465
252,30.0,300.00631673598815,0.0,321.3186559890385
253,421.070065428546,300.48672843714905,180.0,320.7578676716217
254,0.0,299.2990338583461,0.0,319.4900500128406
255,94.86832980505139,298.49418856679773,228.47319317591726,319.1317159308054
256,445.9820624195552,299.07257238582815,456.9463863518345,319.672165618731
257,0.0,297.904320149946,0.0,318.4234462217829
258,0.0,296.7451593711524,0.0,317.1844444855114
259,1018.6756107809788,299.5433394153766,270.0,317.0015590417691
260,0.0,298.38680142535577,60.0,316.0092750300248
261,637.808748764079,299.6922704535816,241.86773244895647,315.7241152508668
262,502.8916384272063,300.47081209332737,189.73665961010278,315.2414046928563
263,0.0,299.3239769326658,0.0,314.0381932245629
264,30.0,298.29993139299785,0.0,312.84413165336684
265,750.0,300.0109165013577,120.0,312.1136614577102
266,0.0,298.87879983531485,0.0,310.93587405598294
267,1350.333292191228,302.8316362727431,212.13203435596427,310.56443104959186
268,30.0,301.8097949383882,0.0,309.4012683864848
269,94.86832980505139,301.0376252923683,152.97058540778355,308.8175718082061
270,0.0,299.91852631358626,0.0,307.6695510951644
271,429.5346318982906,300.3985859639001,150.0,307.08558979481194
272,0.0,299.2901040968746,0.0,305.9524326368975
273,0.0,298.18977283181243,0.0,304.8276075169089
274,597.7457653551382,299.28704752970015,152.97058540778355,304.2713546886703
275,0.0,298.1947590350662,0.0,303.1608752919964
276,201.24611797498108,297.84221852212045,60.0,302.2766539272982
277,0.0,296.7630800492142,30.0,301.2901443116196
278,0.0,295.69173318983076,30.0,300.3107575090506
279,134.1640786499874,295.11069846127015,67.0820393249937,299.4718052853669
280,152.97058540778355,294.6012356904691,60.0,298.6134834026236
281,0.0,293.549088420146,0.0,297.54700667618573
282,42.42640687119285,292.6554133968402,108.16653826391968,296.8730548313022
283,0.0,291.6176282429506,0.0,295.8203135021132
284,42.42640687119285,290.7370938918137,0.0,294.775012040975
285,42.42640687119285,289.8627604868115,0.0,293.73707185773213
286,0.0,288.8456981693139,0.0,292.7064154652489
287,247.38633753705963,288.7007353699004,30.0,291.7878615650207
288,30.0,287.79933907941296,0.0,290.7711791205433
289,0.0,286.8000358187206,0.0,289.7615569708192
290,513.5172830587107,287.5845245634957,42.42640687119285,288.90572600161624
291,0.0,286.5928537891388,0.0,287.9094993602314
292,174.92855684535903,286.2091276828027,30.0,287.0232124208491
293,0.0,285.2289594373137,0.0,286.04025621392844
294,0.0,284.2554817600532,0.0,285.06400960568976
295,432.6661530556787,284.760279961739,0.0,284.0944041308405
296,0.0,283.7949908771229,0.0,283.1313722524309
297,468.61498055439927,284.4193827341408,0.0,282.17484734617267
298,30.0,283.562751815844,0.0,281.22476368507444
299,1803.995565404749,288.66487535137725,0.0,280.28105642438624
300,174.92855684535903,288.28448632627357,30.0,279.44399603500705
301,0.0,287.3235380385193,30.0,278.61251604822365
302,134.1640786499874,286.81470262526835,30.0,277.78656084540563
303,0.0,285.86498506690657,0.0,276.8667377962487
304,258.0697580112788,285.7732516442807,42.42640687119285,276.0930073311495
305,42.42640687119285,284.97276860226395,60.0,275.38217507019175
306,30.0,284.13679231176474,0.0,274.4792826929124
307,182.4828759089466,283.8045899705791,30.0,273.68033078868723
308,0.0,282.88014505210816,0.0,272.78886391315405
309,108.16653826391968,282.31289308201656,30.0,272.0005883809685
310,30.0,281.4963465024631,30.0,271.2174149557874
311,0.0,280.58829377181,0.0,270.3425200688332
312,30.0,279.78254363106464,67.0820393249937,269.68894939120025
313,30.0,278.98195855532407,0.0,268.8245617328951
314,42.42640687119285,278.2261900195921,94.86832980505139,268.2687910238605
315,30.0,277.43566075201375,30.0,267.50997321805204
316,0.0,276.5549126226423,30.0,266.7559733030741
317,42.42640687119285,275.81399962975786,782.3042886243179,268.3874553135844
318,0.0,274.9439239211467,30.0,267.6354444135415
319,0.0,274.07932038680343,0.0,266.79382351915933
320,30.0,273.3141814514216,30.0,266.0515231319519
321,30.0,272.55382463438593,0.0,265.22011212216455
322,30.0,271.7982052430015,483.73546489791295,265.90084530838186
323,0.0,270.95411143789903,0.0,265.075066285685
324,0.0,270.11524421982506,0.0,264.25440044579125
325,212.13203435596427,269.9362836955539,577.0615218501404,265.2198545241998
326,0.0,269.1057105149522,0.0,264.40379343335604
327,0.0,269.1057105149522,0.0,264.40379343335604
328,0.0,269.1057105149522,0.0,264.40379343335604
329,0.0,269.1057105149522,0.0,264.40379343335604
330,0.0,269.1057105149522,0.0,264.40379343335604
331,0.0,269.1057105149522,0.0,264.40379343335604
332,0.0,269.1057105149522,0.0,264.40379343335604
333,0.0,269.1057105149522,0.0,264.40379343335604
334,0.0,269.1057105149522,0.0,264.40379343335604
335,67.0820393249937,268.48600600209954,0.0,264.40379343335604
336,0.0,267.664947879769,0.0,264.40379343335604
337,0.0,267.664947879769,0.0,264.40379343335604
338,0.0,267.664947879769,0.0,264.40379343335604
339,0.0,267.664947879769,0.0,264.40379343335604
340,0.0,267.664947879769,0.0,264.40379343335604
341,0.0,267.664947879769,0.0,264.40379343335604
342,0.0,267.664947879769,0.0,264.40379343335604
343,0.0,267.664947879769,0.0,264.40379343335604
344,0.0,267.664947879769,0.0,264.40379343335604
345,0.0,267.664947879769,0.0,264.40379343335604
